Date,Open,High,Low,Close,Adj Close,Volume
2015-04-21,108.93,108.989998,107.58000200000001,107.68,103.196609,4579400
2015-04-22,108.019997,108.25,106.970001,107.940002,103.445778,4060500
2015-04-23,107.959999,109.900002,107.610001,109.0,104.461632,5983800
2015-04-24,109.529999,110.480003,109.190002,109.529999,104.96956599999999,6355600
2015-04-27,111.5,111.660004,110.07,110.160004,105.573357,8479100
2015-04-28,110.75,111.150002,108.889999,109.91999799999999,105.34333799999999,7324500
2015-04-29,109.660004,110.379997,109.260002,109.809998,105.237907,6024700
2015-04-30,109.68,110.190002,107.68,108.720001,104.193298,7770300
2015-05-01,109.949997,110.66999799999999,109.269997,110.519997,105.91835800000001,6205100
2015-05-04,111.480003,111.529999,110.5,111.029999,106.40711200000001,7566200
2015-05-05,113.269997,113.300003,110.559998,110.809998,106.196274,14619300
2015-05-06,111.559998,111.959999,109.220001,109.720001,105.151665,8975300
2015-05-07,109.599998,109.779999,108.720001,109.260002,104.710823,8291200
2015-05-08,110.260002,110.699997,109.57,110.110001,105.525429,6260600
2015-05-11,110.139999,110.139999,108.489998,108.599998,104.078285,6728500
2015-05-12,108.599998,109.660004,107.66999799999999,109.239998,104.69163499999999,6345000
2015-05-13,109.699997,109.870003,108.779999,109.190002,104.643738,4141400
2015-05-14,109.690002,110.0,109.010002,109.93,105.35291299999999,4662000
2015-05-15,110.099998,110.690002,109.68,110.300003,105.70751200000001,5852200
2015-05-18,110.470001,110.739998,110.010002,110.33000200000001,105.736259,4863600
2015-05-19,110.690002,110.989998,110.470001,110.559998,105.95668799999999,4549600
2015-05-20,110.779999,110.809998,110.019997,110.199997,105.611671,4393500
2015-05-21,110.040001,110.639999,109.900002,110.389999,105.79376200000002,4880600
2015-05-22,110.300003,110.900002,110.120003,110.260002,105.66918899999999,4267700
2015-05-26,110.16999799999999,110.849998,108.760002,109.440002,104.883316,5970800
2015-05-27,109.510002,110.610001,109.300003,110.370003,105.774597,3984200
2015-05-28,110.110001,110.540001,109.599998,110.529999,105.92793999999999,3392000
2015-05-29,110.33000200000001,110.519997,109.410004,110.370003,105.774597,5253900
2015-06-01,111.480003,111.769997,110.550003,110.959999,106.340034,6778900
2015-06-02,110.91999799999999,111.25,110.019997,110.75,106.138779,4410100
2015-06-03,110.75,111.82,110.5,111.16999799999999,106.54128999999999,4510300
2015-06-04,110.949997,111.25,109.989998,110.300003,105.70751200000001,5748200
2015-06-05,110.300003,110.769997,109.800003,110.300003,105.70751200000001,4323500
2015-06-08,110.029999,110.239998,109.209999,109.290001,104.739563,6062300
2015-06-09,109.349998,109.410004,107.650002,108.519997,104.001633,7711800
2015-06-10,108.900002,110.25,108.730003,110.0,105.41999799999999,5128700
2015-06-11,110.010002,110.959999,110.010002,110.620003,106.014191,5036300
2015-06-12,110.33000200000001,110.529999,109.540001,109.949997,105.37208600000001,4009900
2015-06-15,109.269997,110.410004,108.93,110.18,105.592506,5742200
2015-06-16,110.349998,111.290001,109.900002,111.059998,106.435875,3848300
2015-06-17,111.199997,111.940002,110.879997,111.489998,106.84796899999999,4732300
2015-06-18,111.83000200000001,113.550003,111.58000200000001,113.220001,108.505936,6929900
2015-06-19,112.83000200000001,113.480003,112.400002,112.620003,107.93092299999999,9587700
2015-06-22,113.400002,114.470001,113.269997,113.529999,108.803017,5906200
2015-06-23,113.93,114.519997,113.720001,114.410004,109.64638500000001,6003100
2015-06-24,114.300003,114.559998,113.709999,113.769997,109.03303500000001,5636200
2015-06-25,114.620003,115.279999,114.389999,114.449997,109.684731,6213500
2015-06-26,114.970001,115.18,114.410004,114.989998,110.20223999999999,9509600
2015-06-29,114.160004,115.190002,113.0,113.050003,108.34301,7618200
2015-06-30,113.93,114.860001,113.550003,114.139999,109.387634,6946700
2015-07-01,114.949997,115.25,114.339996,115.129997,110.978127,5435400
